human	chicken
ENSG00000175505	ENSGALG00000027769
ENSG00000196776	ENSGALG00000015355
ENSG00000172890	ENSGALG00000004153
ENSG00000144747	ENSGALG00000013408
ENSG00000168876	ENSGALG00000017210
ENSG00000187456	ENSGALG00000000243
ENSG00000162398	ENSGALG00000010791
ENSG00000155755	ENSGALG00000008381
ENSG00000156973	ENSGALG00000007742
ENSG00000170458	ENSGALG00000021559
ENSG00000114209	ENSGALG00000009477
ENSG00000107521	ENSGALG00000017419
ENSG00000187950	ENSGALG00000005318
ENSG00000188760	ENSGALG00000018803
ENSG00000165271	ENSGALG00000014168
ENSG00000177294	ENSGALG00000023480
ENSG00000176946	ENSGALG00000006283
ENSG00000164162	ENSGALG00000028643
ENSG00000158428	ENSGALG00000018521
ENSG00000138780	ENSGALG00000010573
ENSG00000112306	ENSGALG00000013990
ENSG00000143977	ENSGALG00000028409
ENSG00000136699	ENSGALG00000006455
ENSG00000162490	ENSGALG00000004631
ENSG00000164323	ENSGALG00000010611
ENSG00000176410	ENSGALG00000024101
ENSG00000164332	ENSGALG00000003672
ENSG00000163807	ENSGALG00000011903
ENSG00000213965	ENSGALG00000023650
ENSG00000158615	ENSGALG00000000611
ENSG00000155729	ENSGALG00000008155
ENSG00000105792	ENSGALG00000009026
ENSG00000165113	ENSGALG00000012586
ENSG00000127481	ENSGALG00000003910
ENSG00000143756	ENSGALG00000009331
ENSG00000183828	ENSGALG00000028940
ENSG00000172795	ENSGALG00000000215
ENSG00000124334	ENSGALG00000006394
ENSG00000115392	ENSGALG00000007879
ENSG00000182220	ENSGALG00000016241
ENSG00000157020	ENSGALG00000008419
ENSG00000002016	ENSGALG00000012993
ENSG00000124571	ENSGALG00000010341
ENSG00000108278	ENSGALG00000026031
ENSG00000099940	ENSGALG00000001312
ENSG00000169180	ENSGALG00000002715
ENSG00000169895	ENSGALG00000016548
ENSG00000063978	ENSGALG00000015668
ENSG00000178074	ENSGALG00000008136
ENSG00000123992	ENSGALG00000011318
ENSG00000124882	ENSGALG00000010864
ENSG00000187790	ENSGALG00000012455
ENSG00000166295	ENSGALG00000004410
ENSG00000090432	ENSGALG00000027021
ENSG00000120949	ENSGALG00000004426
ENSG00000184584	ENSGALG00000000852
ENSG00000140067	ENSGALG00000029070
ENSG00000247626	ENSGALG00000004019
ENSG00000118961	ENSGALG00000016487
ENSG00000157538	ENSGALG00000016052
ENSG00000167881	ENSGALG00000002062
ENSG00000100281	ENSGALG00000012556
ENSG00000010292	ENSGALG00000014439
ENSG00000127980	ENSGALG00000009410
ENSG00000105669	ENSGALG00000003153
ENSG00000034533	ENSGALG00000011595
ENSG00000032389	ENSGALG00000016385
ENSG00000124251	ENSGALG00000021357
ENSG00000165171	ENSGALG00000026762
ENSG00000137720	ENSGALG00000007950
ENSG00000164751	ENSGALG00000015678
ENSG00000167118	ENSGALG00000004971
ENSG00000164091	ENSGALG00000025904
ENSG00000153339	ENSGALG00000015157
ENSG00000107614	ENSGALG00000008686
ENSG00000111341	ENSGALG00000011740
ENSG00000103550	ENSGALG00000002042
ENSG00000083896	ENSGALG00000011795
ENSG00000130005	ENSGALG00000028861
ENSG00000239183	ENSGALG00000025675
ENSG00000180509	ENSGALG00000016012
ENSG00000184178	ENSGALG00000013946
ENSG00000161016	ENSGALG00000016232
ENSG00000111731	ENSGALG00000013210
ENSG00000163875	ENSGALG00000002013
ENSG00000172771	ENSGALG00000019789
ENSG00000116237	ENSGALG00000024053
ENSG00000116353	ENSGALG00000001426
ENSG00000169371	ENSGALG00000028836
ENSG00000106077	ENSGALG00000001056
ENSG00000252712	ENSGALG00000025592
ENSG00000119227	ENSGALG00000026294
ENSG00000066827	ENSGALG00000016207
ENSG00000147378	ENSGALG00000023694
ENSG00000146386	ENSGALG00000013826
ENSG00000185019	ENSGALG00000016002
ENSG00000165233	ENSGALG00000026154
ENSG00000171792	ENSGALG00000013422
ENSG00000114902	ENSGALG00000001655
ENSG00000256269	ENSGALG00000000291
ENSG00000173557	ENSGALG00000025831
ENSG00000168288	ENSGALG00000012473
ENSG00000172339	ENSGALG00000005583
ENSG00000100227	ENSGALG00000011863
ENSG00000162377	ENSGALG00000010637
ENSG00000176994	ENSGALG00000024082
ENSG00000183520	ENSGALG00000001502
ENSG00000114383	ENSGALG00000027401
ENSG00000221740	ENSGALG00000025204
